comment,label,0,1
一如既往地好吃，希望可以开到其他城市,0,0.9999967813491821,3.2473355986439856e-06
味道很不错，分量足，客人很多，满意,0,0.9999998807907104,6.221743831247295e-08
下雨天来的，没有想象中那么火爆。环境非常干净，古色古香的，我自己也是个做服务行业的，我都觉得他们的服务非常好，场地脏了马上就有阿姨打扫。,0,0.9999990463256836,9.700717100713518e-07
真心不好吃基本上没得好多味道,0,0.9999990463256836,9.074224749383575e-07
少送一个牛肉汉堡而且也不好吃特别是鸡肉卷**都不想评论了谁买谁知道,0,0.9999985694885254,1.4445282658925862e-06
用美团，图打折。,0,0.9999719858169556,2.8069400286767632e-05
好难吃水煮鸡杂呀,0,0.9999871253967285,1.2909231372759677e-05
环境很好，服务很热情，味道非常好，鱼也很新鲜，我和儿子吃的好饱，包子和饺子很好吃哟，,0,0.9999998807907104,7.945158841948796e-08
一如既往的好吃，个人更喜欢吃全翅,0,0.9999969005584717,3.141003162454581e-06
四个就把我吃饱了……阔以,0,0.999991774559021,8.239841918111779e-06
蛋糕很好吃，送货及时，服务一流啊，下次有机会继续买。,0,1.0,5.946066394812988e-08
肉不好吃#脆香鸡排煲仔饭+半卤蛋##秘制小炒肉煲仔饭+半卤蛋#太辣#功夫烤鸡腿肉煲仔饭+半卤蛋#越吃越没味,0,0.9422065615653992,0.05779344215989113
恶心，不想说了，喝嘴里嚼两下觉得口感不对，吐出来就是只小蟑螂，关键是我还嚼了两口，昨天喝了，恶心到现在，饮食行业麻烦还是注意哈卫生好吗！！！！！,1,3.463544771875604e-06,0.999996542930603
巨难吃，一个咸一个酸,0,0.9890445470809937,0.01095540076494217
价格实惠，服务态度很好，分量超足，鸭爪入口即化，软糯，很入味，超辣，推荐！,0,1.0,5.6549662730276395e-08
喜欢这个地方，菜品多，味道也不错，最好点个鸳鸯锅，锅底也是20元,0,0.9999957084655762,4.3398363231972326e-06
